id,sortOrder,arabic,arabicPlain,transliteration,translationEn,translationUr,wordType,gender,pluralForm,rootLetters,topicCategories,chapterIntroduced,frequencyInQuran,imageKey,suggestedFilename
cmq6hkx6d00hy145kenlgt43t,558,مِائَة,مائة,mi'a,one hundred,سو,NUMBER,FEMININE,مِئَات,م أ ي,numbers,3,6,images/words/cmq6hkx6d00hy145kenlgt43t.jpg,558-mi-a.jpg
cmq6hkx6d00hz145knb8aftqn,559,أَلْف,الف,alf,one thousand,ہزار,NUMBER,MASCULINE,آلَاف,أ ل ف,numbers,3,8,images/words/cmq6hkx6d00hz145knb8aftqn.jpg,559-alf.jpg
cmq6hkx6d00i0145k9xtv7ha1,560,نِصْف,نصف,niṣf,half,آدھا,NUMBER,MASCULINE,أَنْصَاف,ن ص ف,numbers,3,3,images/words/cmq6hkx6d00i0145k9xtv7ha1.jpg,560-ni-f.jpg
cmq6hkx6d00i1145k207doonw,561,رُبُع,ربع,rub',"quarter, one-fourth",چوتھائی,NUMBER,MASCULINE,أَرْبَاع,ر ب ع,numbers,4,2,images/words/cmq6hkx6d00i1145k207doonw.jpg,561-rub.jpg
cmq6hkx6d00i2145kch9mysgo,562,أَوَّل,اول,awwal,first,پہلا,ADJECTIVE,MASCULINE,أَوَائِل,أ و ل,numbers|quranic,2,29,images/words/cmq6hkx6d00i2145kch9mysgo.jpg,562-awwal.jpg
cmq6hkx6d00i3145kcpbdkfsc,563,ثَانٍ,ثاني,thānin,second,دوسرا,ADJECTIVE,MASCULINE,ثَوَانٍ,ث ن ي,numbers,2,3,images/words/cmq6hkx6d00i3145kcpbdkfsc.jpg,563-th-nin.jpg
cmq6hkx6d00i4145kr4wk3xlg,564,أَخِير,اخير,akhīr,"last, final",آخری,ADJECTIVE,MASCULINE,أَخِيرُون,أ خ ر,numbers|quranic,2,12,images/words/cmq6hkx6d00i4145kr4wk3xlg.jpg,564-akh-r.jpg
cmq6hkx6d00i5145kmg1mzc9h,565,كَثِير,كثير,kathīr,"many, much, plenty",بہت، زیادہ,ADJECTIVE,MASCULINE,كَثِيرُون,ك ث ر,numbers|quranic,1,163,images/words/cmq6hkx6d00i5145kmg1mzc9h.jpg,565-kath-r.jpg
cmq6hkx6d00i6145k3qafoyao,566,قَلِيل,قليل,qalīl,"few, little, small amount",تھوڑا، کم,ADJECTIVE,MASCULINE,قَلِيلُون,ق ل ل,numbers|quranic,2,59,images/words/cmq6hkx6d00i6145k3qafoyao.jpg,566-qal-l.jpg
cmq6hkx6d00i7145kv02htyhu,567,بَعْض,بعض,ba'ḍ,"some, part of, some of them",بعض، کچھ,NOUN,MASCULINE,,ب ع ض,numbers,2,160,images/words/cmq6hkx6d00i7145kv02htyhu.jpg,567-ba.jpg
cmq6hkx6d00i8145khq7syol4,568,كُلّ,كل,kull,"every, all, each",تمام، ہر,NOUN,MASCULINE,,ك ل ل,numbers|quranic,1,365,images/words/cmq6hkx6d00i8145khq7syol4.jpg,568-kull.jpg
cmq6hkx6d00i9145k3j1vycr4,569,جَمِيع,جميع,jamī',"all, everyone, together",سب، تمام,NOUN,MASCULINE,,ج م ع,numbers|quranic,2,74,images/words/cmq6hkx6d00i9145k3j1vycr4.jpg,569-jam.jpg
cmq6hkx6d00ia145kyd7yzzay,570,عَدَد,عدد,'adad,"number, count",تعداد، گنتی,NOUN,MASCULINE,أَعْدَاد,ع د د,numbers,3,10,images/words/cmq6hkx6d00ia145kyd7yzzay.jpg,570-adad.jpg
cmq6hkx6d00ib145ksfe4r3vv,571,مُفْرَد,مفرد,mufrad,singular,واحد، مفرد,ADJECTIVE,MASCULINE,مُفْرَدَات,ف ر د,numbers|school,4,0,images/words/cmq6hkx6d00ib145ksfe4r3vv.jpg,571-mufrad.jpg
cmq6hkx6d00ic145kdfe71zte,572,مُثَنَّى,مثنى,muthannā,dual (grammar),تثنیہ، دو,ADJECTIVE,MASCULINE,,ث ن ي,numbers|school,4,5,images/words/cmq6hkx6d00ic145kdfe71zte.jpg,572-muthann.jpg
cmq6hkx6d00id145k6bi5dh9m,573,جَمْع,جمع,jam',"plural (grammar), gathering",جمع,NOUN,MASCULINE,جُمُوع,ج م ع,numbers|school,3,34,images/words/cmq6hkx6d00id145k6bi5dh9m.jpg,573-jam.jpg
cmq6hkx6d00ie145kb6wnsukl,574,صِفْر,صفر,ṣifr,zero,صفر,NUMBER,MASCULINE,,ص ف ر,numbers,4,0,images/words/cmq6hkx6d00ie145kb6wnsukl.jpg,574-ifr.jpg
cmq6hkx6d00if145ksgnjltnd,575,نِصَاب,نصاب,niṣāb,minimum threshold (for zakat),نصاب,NOUN,MASCULINE,,ن ص ب,numbers|worship,5,0,images/words/cmq6hkx6d00if145ksgnjltnd.jpg,575-ni-b.jpg
cmq6hkx6d00ig145kv2u5gahi,576,أَزْرَق,ازرق,azraq,blue,نیلا,ADJECTIVE,MASCULINE,زُرْق,ز ر ق,colors,4,1,images/words/cmq6hkx6d00ig145kv2u5gahi.jpg,576-azraq.jpg
cmq6hkx6d00ih145kg88d75nb,577,بُنِّيّ,بني,bunnī,brown,بھورا,ADJECTIVE,MASCULINE,,ب ن ن,colors,5,0,images/words/cmq6hkx6d00ih145kg88d75nb.jpg,577-bunn.jpg
cmq6hkx6d00ii145k7wlctoxk,578,رَمَادِيّ,رمادي,ramādī,gray,سلیٹی,ADJECTIVE,MASCULINE,,ر م د,colors,5,0,images/words/cmq6hkx6d00ii145k7wlctoxk.jpg,578-ram-d.jpg
cmq6hkx6d00ij145khyveww1k,579,وَرْدِيّ,وردي,wardī,"pink, rose-colored",گلابی,ADJECTIVE,MASCULINE,,و ر د,colors,5,0,images/words/cmq6hkx6d00ij145khyveww1k.jpg,579-ward.jpg
cmq6hkx6d00ik145k7pdfq09a,580,بُرْتُقَالِيّ,برتقالي,burtuqālī,orange,نارنجی,ADJECTIVE,MASCULINE,,,colors,5,0,images/words/cmq6hkx6d00ik145k7pdfq09a.jpg,580-burtuq-l.jpg
cmq6hkx6d00il145k75iqldh4,581,بَنَفْسَجِيّ,بنفسجي,banafsajī,"purple, violet",بنفشی، جامنی,ADJECTIVE,MASCULINE,,ب ن ف,colors,5,0,images/words/cmq6hkx6d00il145k75iqldh4.jpg,581-banafsaj.jpg
cmq6hkx6d00im145kaol1o0xa,582,فَاتِح,فاتح,fātiḥ,light (color shade),ہلکا (رنگ),ADJECTIVE,MASCULINE,,ف ت ح,colors,4,0,images/words/cmq6hkx6d00im145kaol1o0xa.jpg,582-f-ti.jpg
cmq6hkx6d00in145ksxzch9gc,583,غَامِق,غامق,ghāmiq,dark (color shade),گہرا (رنگ),ADJECTIVE,MASCULINE,,غ م ق,colors,4,0,images/words/cmq6hkx6d00in145ksxzch9gc.jpg,583-gh-miq.jpg
cmq6hkx6d00io145kg5i282a9,584,لَوْن,لون,lawn,color,رنگ,NOUN,MASCULINE,أَلْوَان,ل و ن,colors,3,7,images/words/cmq6hkx6d00io145kg5i282a9.jpg,584-lawn.jpg
cmq6hkx6d00ip145k21n20ecb,585,ذَهَبِيّ,ذهبي,dhahabī,"golden, gold-colored",سنہری,ADJECTIVE,MASCULINE,,ذ ه ب,colors,4,0,images/words/cmq6hkx6d00ip145k21n20ecb.jpg,585-dhahab.jpg
